0	0	0
-1.355588441	-0.793393606	-0.782649351
-1.129406844	-1.032615046	-0.912944886
-0.903407187	-1.147458771	-1.043289668
-0.6778613	-1.18198382	-1.174090215
-0.45181176	-1.147458768	-1.304018411
-0.225930031	-1.032615056	-1.434567457
4.54648E-11	-0.793393606	-1.565298703
-1.355336877	-1.032615056	-0.521622582
-1.129657037	-1.249178712	-0.652207795
-0.903921421	-1.371555944	-0.782725197
-0.678016821	-1.428203006	-0.913283399
-0.451918203	-1.428203004	-1.043821497
-0.225899201	-1.371555954	-1.174181501
9.64636E-11	-1.249178712	-1.304415589
0.225930042	-1.032615046	-1.434567461
0.451811762	-1.147458771	-1.304018408
0.225899194	-1.371555944	-1.174181512
4.90834E-17	-1.50893697	-1.043532467
-0.226035001	-1.584539089	-0.913365036
-0.451762592	-1.60922611	-0.782475771
-0.677979824	-1.584539091	-0.652434566
-0.903725626	-1.50893697	-0.521766233
-1.129820609	-1.371555954	-0.391456304
-1.355218951	-1.147458768	-0.260728743
-1.355722603	-1.18198382	-1.32984E-09
-1.129935035	-1.428203004	-0.130538105
-0.904014825	-1.584539089	-0.260930465
-0.677794219	-1.679775657	-0.391324675
-0.451988216	-1.724967635	-0.52197353
-0.226048223	-1.724967634	-0.652420047
2.84561E-16	-1.679775657	-0.78264935
0.226034997	-1.584539091	-0.913365034
0.451918214	-1.428203006	-1.043821491
0.677861303	-1.18198382	-1.174090214
0.903407191	-1.147458768	-1.043289668
0.678016832	-1.428203004	-0.913283393
0.4517626	-1.60922611	-0.782475766
0.226048229	-1.724967635	-0.652420042
-3.9341E-11	-1.790608689	-0.521766231
-0.226098699	-1.811767201	-0.391614438
-0.451862811	-1.790608689	-0.260883115
-0.678036446	-1.724967634	-0.13044652
-0.903525192	-1.60922611	-4.78814E-09
-1.129935035	-1.428203006	0.130538092
-1.355218949	-1.147458771	0.26072874
-1.355336886	-1.032615046	0.521622575
-1.129820615	-1.371555944	0.391456315
-0.90401482	-1.584539091	0.260930468
-0.678036445	-1.724967635	0.130446513
-0.452197401	-1.811767201	-2.26782E-09
-0.225931405	-1.853546492	-0.130441558
-1.89217E-11	-1.853546492	-0.260883115
0.226098703	-1.811767201	-0.391614436
0.451988223	-1.724967634	-0.521973527
0.677979824	-1.584539089	-0.652434571
0.903921408	-1.371555954	-0.782725197
1.129406846	-1.032615056	-0.912944875
1.355588441	-0.793393606	-0.782649351
1.129657037	-1.249178712	-0.652207795
0.903725626	-1.50893697	-0.521766233
0.677794219	-1.679775657	-0.391324675
0.451862811	-1.790608689	-0.260883115
0.225931405	-1.853546492	-0.130441558
-5.02482E-17	-1.874	-1.32167E-16
-0.225931405	-1.853546492	0.130441558
-0.451862811	-1.790608689	0.260883115
-0.677794219	-1.679775657	0.391324675
-0.903725626	-1.50893697	0.521766233
-1.129657037	-1.249178712	0.652207795
-1.355588441	-0.793393606	0.782649351
-1.129406846	-1.032615056	0.912944875
-0.903921408	-1.371555954	0.782725197
-0.677979824	-1.584539089	0.652434571
-0.451988223	-1.724967634	0.521973527
-0.226098703	-1.811767201	0.391614436
1.89216E-11	-1.853546492	0.260883115
0.225931405	-1.853546492	0.130441558
0.452197401	-1.811767201	2.26782E-09
0.678036445	-1.724967635	-0.130446513
0.90401482	-1.584539091	-0.260930468
1.129820615	-1.371555944	-0.391456315
1.355336886	-1.032615046	-0.521622575
1.355218949	-1.147458771	-0.26072874
1.129935035	-1.428203006	-0.130538092
0.903525192	-1.60922611	4.78814E-09
0.678036446	-1.724967634	0.13044652
0.451862811	-1.790608689	0.260883115
0.226098699	-1.811767201	0.391614438
3.9341E-11	-1.790608689	0.521766231
-0.226048229	-1.724967635	0.652420042
-0.4517626	-1.60922611	0.782475766
-0.678016832	-1.428203004	0.913283393
-0.903407191	-1.147458768	1.043289668
-0.677861303	-1.18198382	1.174090214
-0.451918214	-1.428203006	1.043821491
-0.226034997	-1.584539091	0.913365034
-3.46315E-16	-1.679775657	0.78264935
0.226048223	-1.724967634	0.652420047
0.451988216	-1.724967635	0.52197353
0.677794219	-1.679775657	0.391324675
0.904014825	-1.584539089	0.260930465
1.129935035	-1.428203004	0.130538105
1.355722603	-1.18198382	1.32985E-09
1.355218951	-1.147458768	0.260728743
1.129820609	-1.371555954	0.391456304
0.903725626	-1.50893697	0.521766233
0.677979824	-1.584539091	0.652434566
0.451762592	-1.60922611	0.782475771
0.226035001	-1.584539089	0.913365036
-1.03552E-16	-1.50893697	1.043532467
-0.225899194	-1.371555944	1.174181512
-0.451811762	-1.147458771	1.304018408
-0.225930042	-1.032615046	1.434567461
-9.64636E-11	-1.249178712	1.304415589
0.225899201	-1.371555954	1.174181501
0.451918203	-1.428203004	1.043821497
0.678016821	-1.428203006	0.913283399
0.903921421	-1.371555944	0.782725197
1.129657037	-1.249178712	0.652207795
1.355336877	-1.032615056	0.521622582
1.355588441	-0.793393606	0.782649351
1.129406844	-1.032615046	0.912944886
0.903407187	-1.147458771	1.043289668
0.6778613	-1.18198382	1.174090215
0.45181176	-1.147458768	1.304018411
0.225930031	-1.032615056	1.434567457
-4.54648E-11	-0.793393606	1.565298703
